pc_timestamp_ns,sender_ip,seq,timestamp_ms,acc_x_g,acc_y_g,acc_z_g
1781002803870160295,192.168.1.188,517423,5241921,0.8151,0.0,-0.1989
1781002803880279625,192.168.1.188,517424,5241931,1.0101,-0.1014,-0.1599
1781002803893094637,192.168.1.188,517425,5241941,1.287,0.0858,-0.0741
1781002803900305053,192.168.1.188,517426,5241951,1.014,-0.3081,-0.2301
1781002803910996215,192.168.1.188,517427,5241961,0.6318,-0.1326,-0.1326
1781002803923394275,192.168.1.188,517428,5241971,0.6162,-0.1092,-0.078
1781002803930227419,192.168.1.188,517429,5241981,1.326,0.1989,-0.0078
1781002803940243158,192.168.1.188,517430,5241991,1.3026,0.0312,-0.1482
1781002803950195586,192.168.1.188,517431,5242001,0.7059,0.2418,-0.1599
1781002803966536036,192.168.1.188,517432,5242011,1.3221,0.0468,-0.2145
1781002803970306884,192.168.1.188,517433,5242021,1.0725,0.1248,0.0
1781002803982100302,192.168.1.188,517434,5242031,1.131,0.2301,-0.0897
1781002803995428027,192.168.1.188,517435,5242041,1.0335,0.2223,-0.0936
1781002804000534032,192.168.1.188,517436,5242051,1.7472,-0.0468,-0.2418
1781002804010330229,192.168.1.188,517437,5242061,0.0936,-0.0819,-0.0585
1781002804020265228,192.168.1.188,517438,5242071,0.78,0.1755,-0.0819
1781002804031718754,192.168.1.188,517439,5242081,1.5678,-0.2379,-0.1794
1781002804040246666,192.168.1.188,517440,5242091,0.6747,-0.0078,-0.2067
1781002804051907832,192.168.1.188,517441,5242101,1.0101,-0.0039,-0.2067
1781002804060196093,192.168.1.188,517442,5242111,0.7449,-0.0429,-0.0897
1781002804070208952,192.168.1.188,517443,5242121,1.1817,-0.1365,-0.0702
1781002804080146940,192.168.1.188,517444,5242131,1.3299,-0.1326,-0.0936
1781002804093048203,192.168.1.188,517445,5242141,0.5928,0.0585,-0.1404
1781002804100354879,192.168.1.188,517446,5242151,1.0647,0.2379,-0.1053
1781002804110195237,192.168.1.188,517447,5242161,1.4196,0.3003,-0.1014
1781002804120161236,192.168.1.188,517448,5242171,1.1583,0.156,-0.1638
1781002804130584776,192.168.1.188,517449,5242181,0.7566,0.1131,-0.1482
1781002804140196413,192.168.1.188,517450,5242191,1.0491,-0.1209,-0.0429
1781002804150241942,192.168.1.188,517451,5242201,1.7238,-0.4173,-0.1989
1781002804160197701,192.168.1.188,517452,5242211,0.8619,-0.1365,-0.0468
1781002804170241530,192.168.1.188,517453,5242221,0.5499,-0.156,-0.0429
1781002804180244169,192.168.1.188,517454,5242231,1.4781,-0.2418,-0.1716
1781002804191396193,192.168.1.188,517455,5242241,1.3728,0.2613,-0.4173
1781002804200384097,192.168.1.188,517456,5242251,0.0117,0.1131,0.0312
1781002804210322785,192.168.1.188,517457,5242261,2.7261,0.0624,-0.546
1781002804220325604,192.168.1.188,517458,5242271,0.039,-0.1053,-0.0507
1781002804231721120,192.168.1.188,517459,5242281,2.3478,0.1716,-0.0156
1781002804240195601,192.168.1.188,517460,5242291,0.7371,0.0819,-0.4095
1781002804250272610,192.168.1.188,517461,5242301,0.78,0.2106,-0.1599
1781002804260177139,192.168.1.188,517462,5242311,1.0998,-0.0546,-0.3978
1781002804270196138,192.168.1.188,517463,5242321,0.9087,-0.1599,-0.1482
1781002804280252997,192.168.1.188,517464,5242331,0.9594,-0.0273,-0.117
1781002804290122645,192.168.1.188,517465,5242341,0.6006,-0.0546,-0.2925
1781002804300537956,192.168.1.188,517466,5242351,0.8658,0.117,-0.2184
1781002804310313963,192.168.1.188,517467,5242361,1.0803,0.0156,-0.234
1781002804324902555,192.168.1.188,517468,5242371,1.1115,-0.1638,-0.273
1781002804331797098,192.168.1.188,517469,5242381,1.1388,-0.2574,-0.0819
1781002804340259460,192.168.1.188,517470,5242391,1.6419,0.0702,-0.0741
1781002804350161578,192.168.1.188,517471,5242401,0.351,0.3588,-0.0273
1781002804360115366,192.168.1.188,517472,5242411,1.4157,0.39,-0.0039
1781002804372917099,192.168.1.188,517473,5242421,1.2714,0.3042,-0.1131
1781002804380326725,192.168.1.188,517474,5242431,0.4758,0.2028,-0.1248
1781002804391889511,192.168.1.188,517475,5242441,0.9009,-0.3354,-0.1638
1781002804400276172,192.168.1.188,517476,5242451,1.2987,-0.0117,-0.0546
1781002804410388252,192.168.1.188,517477,5242461,0.9048,-0.2964,-0.1404
1781002804420265640,192.168.1.188,517478,5242471,0.702,0.0507,-0.2925
1781002804435389514,192.168.1.188,517479,5242481,0.8931,0.312,-0.0975
1781002804440215027,192.168.1.188,517480,5242491,2.5857,-0.1248,0.0156
1781002804450277876,192.168.1.188,517481,5242501,0.5889,-0.1365,-0.1131
1781002804460149415,192.168.1.188,517482,5242511,0.9633,-0.0507,-0.0819
1781002804470243564,192.168.1.188,517483,5242521,0.2652,0.2223,0.0312
1781002804480247913,192.168.1.188,517484,5242531,0.2652,0.2223,0.0312
1781002804490261572,192.168.1.188,517485,5242541,1.9071,0.0897,-0.4251
1781002804502550912,192.168.1.188,517486,5242551,0.5967,0.1755,0.0936
1781002804510392350,192.168.1.188,517487,5242561,0.7488,-0.156,-0.1248
1781002804520179808,192.168.1.188,517488,5242571,1.4703,0.117,-0.2808
1781002804530198567,192.168.1.188,517489,5242581,0.4563,0.0663,-0.1326
1781002804540248036,192.168.1.188,517490,5242591,1.1349,0.195,-0.0663
1781002804550210944,192.168.1.188,517491,5242601,1.0803,0.0624,0.1014
1781002804560165263,192.168.1.188,517492,5242611,0.5616,0.1053,-0.1287
1781002804570194962,192.168.1.188,517493,5242621,1.0725,-0.078,-0.078
1781002804580168030,192.168.1.188,517494,5242631,0.3432,0.0468,-0.078
1781002804591812207,192.168.1.188,517495,5242641,1.3611,-0.1092,-0.0351
1781002804600243848,192.168.1.188,517496,5242651,0.3822,-0.2769,-0.0429
1781002804610325728,192.168.1.188,517497,5242661,2.3127,0.4524,0.0
1781002804620246206,192.168.1.188,517498,5242671,0.4953,-0.1989,-0.1599
1781002804630203275,192.168.1.188,517499,5242681,1.4196,0.0312,-0.0585
1781002804640255564,192.168.1.188,517500,5242691,0.5616,-0.0975,-0.0546
1781002804650260962,192.168.1.188,517501,5242701,0.6435,0.0234,-0.2184
1781002804660236151,192.168.1.188,517502,5242711,1.3299,0.1794,0.0234
1781002804671770607,192.168.1.188,517503,5242721,0.8073,-0.0741,-0.1209
1781002804680156338,192.168.1.188,517504,5242731,0.8307,0.1326,-0.1989
1781002804694090926,192.168.1.188,517505,5242741,1.1739,-0.039,-0.0468
1781002804700096786,192.168.1.188,517506,5242751,1.3962,-0.0273,-0.2184
1781002804710329386,192.168.1.188,517507,5242761,0.5304,0.117,-0.2301
1781002804725127788,192.168.1.188,517508,5242771,1.5678,-0.2418,-0.156
1781002804730213553,192.168.1.188,517509,5242781,0.6357,0.1521,-0.0351
1781002804740311832,192.168.1.188,517510,5242791,1.5873,-0.0858,-0.0741
1781002804750304641,192.168.1.188,517511,5242801,0.7059,-0.0897,-0.0624
1781002804760266129,192.168.1.188,517512,5242811,0.7176,0.2418,0.0507
1781002804770277558,192.168.1.188,517513,5242821,0.9165,0.0975,-0.039
1781002804782683229,192.168.1.188,517514,5242831,1.3182,0.0156,-0.1404
1781002804790281706,192.168.1.188,517515,5242841,0.6279,0.3081,-0.1014
1781002804800150294,192.168.1.188,517516,5242851,0.8931,0.1287,-0.0351
1781002804810763186,192.168.1.188,517517,5242861,0.7956,0.0546,-0.1248
1781002804820237372,192.168.1.188,517518,5242871,1.5912,0.1443,0.0
1781002804830281381,192.168.1.188,517519,5242881,0.6942,0.1014,-0.1014
1781002804840122669,192.168.1.188,517520,5242891,1.1583,-0.3198,-0.1404
1781002804851286373,192.168.1.188,517521,5242901,0.7527,-0.2028,0.0156
1781002804860282237,192.168.1.188,517522,5242911,1.3845,-0.1599,0.1248
1781002804870214836,192.168.1.188,517523,5242921,1.2012,0.0624,-0.5148
1781002804880281655,192.168.1.188,517524,5242931,0.8658,-0.0312,-0.1872
1781002804890124193,192.168.1.188,517525,5242941,0.5031,0.2067,-0.3198
1781002804900118562,192.168.1.188,517526,5242951,0.7605,-0.1287,-0.2457
1781002804912201061,192.168.1.188,517527,5242961,1.3494,0.0585,0.0741
1781002804920247250,192.168.1.188,517528,5242971,0.5616,-0.0624,-0.0741
1781002804930177568,192.168.1.188,517529,5242981,1.5678,-0.0234,0.078
1781002804943863615,192.168.1.188,517530,5242991,0.8502,0.2457,-0.078
1781002804951817534,192.168.1.188,517531,5243001,0.5928,0.0741,-0.1248
1781002804960203285,192.168.1.188,517532,5243011,1.8993,-0.0819,0.1092
1781002804970185864,192.168.1.188,517533,5243021,0.819,0.1599,-0.2379
1781002804980202792,192.168.1.188,517534,5243031,1.0335,-0.3042,0.0429
1781002804990188971,192.168.1.188,517535,5243041,1.3338,-0.1131,-0.0195
1781002805000121240,192.168.1.188,517536,5243051,0.4953,0.1716,-0.2886
1781002805010211229,192.168.1.188,517537,5243061,1.8252,-0.3978,0.039
1781002805020267428,192.168.1.188,517538,5243071,0.5304,0.0117,-0.3705
1781002805030142976,192.168.1.188,517539,5243081,0.4914,-0.0351,-0.195
1781002805040299386,192.168.1.188,517540,5243091,0.8541,-0.1521,-0.1677
1781002805050122074,192.168.1.188,517541,5243101,1.9617,-0.0039,0.2418
1781002805060214643,192.168.1.188,517542,5243111,1.3962,0.2847,-0.0351
1781002805070246672,192.168.1.188,517543,5243121,0.5655,0.0312,-0.1599
1781002805080222681,192.168.1.188,517544,5243131,1.2519,-0.0312,0.0039
1781002805093755627,192.168.1.188,517545,5243141,1.1154,0.2223,-0.1482
1781002805112570019,192.168.1.188,517546,5243151,1.6068,0.0117,0.0819
1781002805118359637,192.168.1.188,517547,5243161,0.7059,0.0624,-0.2379
1781002805120358426,192.168.1.188,517548,5243171,2.2191,-0.117,-0.156
1781002805130187825,192.168.1.188,517549,5243181,0.312,0.1014,-0.1482
1781002805140220003,192.168.1.188,517550,5243191,1.5171,-0.234,-0.0585
1781002805150279053,192.168.1.188,517551,5243201,0.975,-0.078,-0.1599
1781002805160106820,192.168.1.188,517552,5243211,0.6747,-0.0117,-0.3666
1781002805171707797,192.168.1.188,517553,5243221,0.8853,-0.4719,0.1443
1781002805180123218,192.168.1.188,517554,5243231,0.3861,-0.0702,-0.0117
1781002805192927041,192.168.1.188,517555,5243241,2.3556,-0.0975,-0.1794
1781002805200216166,192.168.1.188,517556,5243251,0.3432,0.273,-0.1599
1781002805210221135,192.168.1.188,517557,5243261,1.2441,0.3705,-0.078
1781002805220217974,192.168.1.188,517558,5243271,0.8112,0.1053,-0.1404
1781002805230423874,192.168.1.188,517559,5243281,1.4898,0.1989,-0.1911
1781002805240251452,192.168.1.188,517560,5243291,0.5655,-0.1833,-0.0039
1781002805252955423,192.168.1.188,517561,5243301,0.8502,-0.0741,-0.3198
1781002805260185229,192.168.1.188,517562,5243311,1.1739,-0.2535,-0.2028
1781002805270183888,192.168.1.188,517563,5243321,0.7254,0.1014,0.078
1781002805280106946,192.168.1.188,517564,5243331,0.8619,0.1014,-0.3354
1781002805292957229,192.168.1.188,517565,5243341,0.234,0.0546,-0.0624
1781002805304194614,192.168.1.188,517566,5243351,2.1528,-0.1404,-0.1209
1781002805320956676,192.168.1.188,517567,5243361,0.8268,-0.039,-0.1716
1781002805327789169,192.168.1.188,517568,5243371,0.7917,0.0585,-0.1287
1781002805335307855,192.168.1.188,517569,5243381,0.7683,0.1209,-0.0117
1781002805347339244,192.168.1.188,517570,5243391,1.6692,-0.1911,-0.156
1781002805355433564,192.168.1.188,517571,5243401,2.0631,-0.0663,-0.0624
1781002805368050985,192.168.1.188,517572,5243411,0.0273,0.1794,-0.1755
1781002805381317340,192.168.1.188,517573,5243421,1.3728,-0.0663,-0.0858
1781002805381330360,192.168.1.188,517574,5243431,0.8463,-0.0195,-0.234
1781002805397640810,192.168.1.188,517575,5243441,0.9477,-0.1365,-0.2301
1781002805402959596,192.168.1.188,517576,5243451,0.9984,0.0078,-0.1014
1781002805411964510,192.168.1.188,517577,5243461,1.2519,-0.0312,-0.1014
1781002805424390810,192.168.1.188,517578,5243471,1.2714,-0.2223,-0.2262
1781002805431854507,192.168.1.188,517579,5243481,0.4602,-0.156,-0.1872
1781002805442494699,192.168.1.188,517580,5243491,1.0296,-0.039,-0.2886
1781002805452278206,192.168.1.188,517581,5243501,0.4914,0.1638,-0.1404
1781002805461407721,192.168.1.188,517582,5243511,1.2987,0.0273,-0.0468
1781002805474858516,192.168.1.188,517583,5243521,0.624,0.1833,0.039
1781002805481483829,192.168.1.188,517584,5243531,1.8291,0.2067,-0.0624
1781002805491673949,192.168.1.188,517585,5243541,1.0569,-0.2262,0.0156
1781002805501800138,192.168.1.188,517586,5243551,1.2948,-0.1053,-0.0234
1781002805518351899,192.168.1.188,517587,5243561,0.5928,0.039,-0.0663
1781002805523820076,192.168.1.188,517588,5243571,1.6146,-0.0624,-0.1404
1781002805534663149,192.168.1.188,517589,5243581,0.4836,0.1326,-0.0117
1781002805543361551,192.168.1.188,517590,5243591,0.4641,-0.1287,-0.3198
1781002805552715807,192.168.1.188,517591,5243601,1.4742,-0.1872,-0.1521
1781002805564605144,192.168.1.188,517592,5243611,0.6123,0.1014,-0.1521
1781002805573036235,192.168.1.188,517593,5243621,1.131,-0.078,0.0
1781002805582802073,192.168.1.188,517594,5243631,0.6513,-0.0078,-0.1092
1781002805595084613,192.168.1.188,517595,5243641,1.3767,-0.1248,-0.2535
1781002805602815271,192.168.1.188,517596,5243651,0.9633,-0.0546,-0.1989
1781002805615165651,192.168.1.188,517597,5243661,0.8424,0.0117,-0.2691
1781002805625351291,192.168.1.188,517598,5243671,1.1856,0.1599,-0.0195
1781002805633215569,192.168.1.188,517599,5243681,0.5148,0.0312,-0.0702
1781002805640154473,192.168.1.188,517600,5243691,1.6848,0.4056,-0.0858
1781002805650173702,192.168.1.188,517601,5243701,0.5889,-0.1638,-0.117
1781002805663082085,192.168.1.188,517602,5243711,1.014,-0.0351,-0.1716
1781002805670167060,192.168.1.188,517603,5243721,1.4898,-0.4719,-0.1638
1781002805680142618,192.168.1.188,517604,5243731,1.3572,-0.1677,-0.0156
1781002805690195787,192.168.1.188,517605,5243741,-0.039,-0.1833,-0.0936
1781002805700157876,192.168.1.188,517606,5243751,2.262,0.1482,0.1521
1781002805711389101,192.168.1.188,517607,5243761,0.1716,0.0585,-0.2652
1781002805720187304,192.168.1.188,517608,5243771,1.0764,-0.0273,-0.468
1781002805731749400,192.168.1.188,517609,5243781,1.8369,-0.5616,-0.2808
1781002805741712289,192.168.1.188,517610,5243791,1.6965,-0.4329,-0.0702
1781002805751612597,192.168.1.188,517611,5243801,0.5616,-0.1014,-0.2418
1781002805760238369,192.168.1.188,517612,5243811,0.663,0.0351,-0.039
1781002805770236678,192.168.1.188,517613,5243821,1.8525,0.1365,-0.0195
1781002805780191257,192.168.1.188,517614,5243831,1.7004,0.2691,-0.2262
1781002805790144955,192.168.1.188,517615,5243841,0.9594,0.3783,-0.1404
1781002805800157384,192.168.1.188,517616,5243851,0.8853,0.2145,-0.1794
1781002805811550860,192.168.1.188,517617,5243861,1.0569,0.0273,-0.0663
1781002805820177852,192.168.1.188,517618,5243871,0.507,0.2418,-0.0663
1781002805834654072,192.168.1.188,517619,5243881,0.507,0.2418,-0.0663
1781002805840222599,192.168.1.188,517620,5243891,1.5639,0.0702,-0.0975
1781002805850276889,192.168.1.188,517621,5243901,1.7121,0.1248,-0.1248
1781002805860661569,192.168.1.188,517622,5243911,0.4446,-0.1287,-0.0546
1781002805871736843,192.168.1.188,517623,5243921,1.4079,-0.1872,-0.2613
1781002805881704842,192.168.1.188,517624,5243931,1.0959,0.0312,-0.1755
1781002805897588040,192.168.1.188,517625,5243941,1.3377,-0.2418,-0.2184
1781002805901926011,192.168.1.188,517626,5243951,0.2652,0.0975,-0.1287
1781002805912963525,192.168.1.188,517627,5243961,0.4134,-0.078,-0.0819
1781002805930640891,192.168.1.188,517628,5243971,2.301,0.1209,-0.1521
1781002805930655531,192.168.1.188,517629,5243981,0.5889,0.2028,-0.2145
1781002805942010566,192.168.1.188,517630,5243991,1.2714,-0.1599,-0.117
1781002805950215966,192.168.1.188,517631,5244001,1.2597,0.0546,-0.1911
1781002805961448281,192.168.1.188,517632,5244011,0.8775,-0.1209,-0.1248
1781002805972299154,192.168.1.188,517633,5244021,0.6942,-0.0975,-0.2418
1781002805980276013,192.168.1.188,517634,5244031,1.3104,0.0156,-0.1872
1781002805991580818,192.168.1.188,517635,5244041,1.0296,0.2847,-0.1443
1781002806000122440,192.168.1.188,517636,5244051,0.3549,0.0039,-0.0858
1781002806012619141,192.168.1.188,517637,5244061,1.3065,-0.0117,-0.0156
1781002806021493194,192.168.1.188,517638,5244071,1.0725,0.1053,-0.2145
1781002806030267617,192.168.1.188,517639,5244081,2.0514,0.1872,-0.078
1781002806045649632,192.168.1.188,517640,5244091,0.1482,0.0078,-0.0468
1781002806053145739,192.168.1.188,517641,5244101,0.2301,0.1638,-0.0975
1781002806061625700,192.168.1.188,517642,5244111,2.5194,-0.2184,0.0624
1781002806070140652,192.168.1.188,517643,5244121,0.6942,-0.1092,-0.1872
1781002806080168320,192.168.1.188,517644,5244131,1.014,-0.039,-0.5811
1781002806090144319,192.168.1.188,517645,5244141,1.1817,0.0078,0.0234
1781002806100268109,192.168.1.188,517646,5244151,1.6926,-0.3549,-0.2964
1781002806112334227,192.168.1.188,517647,5244161,0.2847,0.1365,-0.039
1781002806120232336,192.168.1.188,517648,5244171,1.4937,-0.2223,-0.2574
1781002806132555686,192.168.1.188,517649,5244181,0.8463,-0.0312,-0.0975
1781002806141132278,192.168.1.188,517650,5244191,1.1817,0.2067,-0.0663
1781002806150380693,192.168.1.188,517651,5244201,0.5226,-0.0741,-0.1833
1781002806160154401,192.168.1.188,517652,5244211,1.4391,0.0624,-0.2184
1781002806170411541,192.168.1.188,517653,5244221,1.1076,-0.4485,-0.1599
1781002806181295954,192.168.1.188,517654,5244231,-0.1794,-0.0975,-0.1287
1781002806190189047,192.168.1.188,517655,5244241,2.0553,-0.0858,0.1287
1781002806200170526,192.168.1.188,517656,5244251,0.8736,0.1911,-0.2691
1781002806210174755,192.168.1.188,517657,5244261,0.6981,0.2847,-0.1872
1781002806226267234,192.168.1.188,517658,5244271,1.5834,-0.0117,-0.1521
1781002806230171413,192.168.1.188,517659,5244281,0.1482,-0.117,-0.0546
1781002806244226641,192.168.1.188,517660,5244291,1.5795,-0.0624,-0.1053
1781002806250474222,192.168.1.188,517661,5244301,0.6786,-0.2886,-0.1677
1781002806260188419,192.168.1.188,517662,5244311,1.8057,-0.195,-0.078
1781002806270094107,192.168.1.188,517663,5244321,0.8034,0.2886,-0.117
1781002806280232167,192.168.1.188,517664,5244331,0.9789,0.1014,-0.039
1781002806290817928,192.168.1.188,517665,5244341,1.5288,-0.0702,-0.2652
1781002806300127514,192.168.1.188,517666,5244351,1.3377,0.0156,-0.0312
1781002806312140822,192.168.1.188,517667,5244361,0.4329,-0.1833,-0.2379
1781002806324623884,192.168.1.188,517668,5244371,1.4625,-0.0117,-0.1092
1781002806330072200,192.168.1.188,517669,5244381,1.5132,-0.273,-0.1365
1781002806342142229,192.168.1.188,517670,5244391,0.7527,-0.078,-0.3237
1781002806353170263,192.168.1.188,517671,5244401,1.9578,-0.0351,0.0936
1781002806360170887,192.168.1.188,517672,5244411,0.6435,0.0663,-0.2379
1781002806375347851,192.168.1.188,517673,5244421,0.741,-0.2808,0.0468
1781002806385232929,192.168.1.188,517674,5244431,1.4703,-0.1833,0.0507
1781002806390055083,192.168.1.188,517675,5244441,0.624,-0.0039,-0.4641
1781002806406165431,192.168.1.188,517676,5244451,1.3455,-0.1404,-0.2379
1781002806410458652,192.168.1.188,517677,5244461,0.7293,0.0039,0.117
1781002806421213775,192.168.1.188,517678,5244471,1.6497,0.5655,-0.039
1781002806430089728,192.168.1.188,517679,5244481,0.1287,0.1365,0.1326
1781002806440162517,192.168.1.188,517680,5244491,1.2402,0.6981,-0.0975
1781002806458341076,192.168.1.188,517681,5244501,1.1739,0.5538,-0.1443
1781002806460090455,192.168.1.188,517682,5244511,0.6318,-0.0429,-0.0429
1781002806470047943,192.168.1.188,517683,5244521,0.8658,-0.1521,-0.0039
1781002806480168402,192.168.1.188,517684,5244531,1.6848,-0.117,-0.3081
1781002806490145651,192.168.1.188,517685,5244541,0.8073,0.0234,-0.1053
1781002806500106910,192.168.1.188,517686,5244551,1.7784,-0.1131,-0.3978
1781002806510239929,192.168.1.188,517687,5244561,0.2652,-0.2106,-0.1482
1781002806520111797,192.168.1.188,517688,5244571,1.4664,-0.2925,-0.0273
1781002806530061106,192.168.1.188,517689,5244581,1.3806,0.0039,-0.4173
1781002806540273716,192.168.1.188,517690,5244591,1.0413,0.1677,-0.117
1781002806555586501,192.168.1.188,517691,5244601,0.3822,-0.4836,-0.1833
1781002806560302264,192.168.1.188,517692,5244611,0.8268,-0.0663,0.0273
1781002806570109632,192.168.1.188,517693,5244621,0.7995,0.0897,-0.1833
1781002806580139871,192.168.1.188,517694,5244631,1.1427,0.2691,0.0858
1781002806590128739,192.168.1.188,517695,5244641,2.3244,0.0858,-0.117
1781002806600061858,192.168.1.188,517696,5244651,0.507,0.2652,-0.0351
1781002806611084761,192.168.1.188,517697,5244661,0.5304,0.0,-0.2145
1781002806620065155,192.168.1.188,517698,5244671,1.2441,-0.1521,-0.1716
1781002806630061204,192.168.1.188,517699,5244681,0.7371,-0.1404,-0.1872
1781002806640047583,192.168.1.188,517700,5244691,0.9789,-0.2106,-0.1833
1781002806653031016,192.168.1.188,517701,5244701,0.9789,-0.2886,-0.117
1781002806663244066,192.168.1.188,517702,5244711,1.5483,-0.1482,-0.2652
1781002806670053979,192.168.1.188,517703,5244721,0.8346,-0.1287,0.195
1781002806680295859,192.168.1.188,517704,5244731,0.9204,-0.0312,-0.1794
1781002806690040537,192.168.1.188,517705,5244741,1.6341,0.3081,-0.1326
1781002806703065421,192.168.1.188,517706,5244751,0.7605,0.2808,-0.1326
1781002806710079745,192.168.1.188,517707,5244761,0.7488,0.1404,-0.1716
1781002806720355735,192.168.1.188,517708,5244771,1.5249,0.1131,-0.117
1781002806730201183,192.168.1.188,517709,5244781,1.0725,0.0975,-0.1911
1781002806740092281,192.168.1.188,517710,5244791,1.1466,-0.6084,-0.1911
1781002806750120100,192.168.1.188,517711,5244801,0.7995,-0.1716,-0.156
1781002806763167514,192.168.1.188,517712,5244811,0.4095,0.1482,-0.1482
1781002806770148258,192.168.1.188,517713,5244821,0.273,0.0039,-0.0585
1781002806781885405,192.168.1.188,517714,5244831,0.8775,-0.1911,-0.0312
1781002806790151625,192.168.1.188,517715,5244841,0.7488,0.0858,0.039
1781002806800145344,192.168.1.188,517716,5244851,1.4313,0.1014,-0.1365
1781002806810225653,192.168.1.188,517717,5244861,1.2168,0.1365,-0.2574
1781002806821628589,192.168.1.188,517718,5244871,1.0881,0.0039,-0.2808
1781002806830153371,192.168.1.188,517719,5244881,0.5733,-0.2145,-0.2886
1781002806840103759,192.168.1.188,517720,5244891,0.4992,-0.3861,-0.1365
1781002806850006838,192.168.1.188,517721,5244901,1.3689,-0.234,-0.078
1781002806862152827,192.168.1.188,517722,5244911,1.4508,0.2106,-0.1755
1781002806871708894,192.168.1.188,517723,5244921,0.7605,-0.1014,0.0858
1781002806886284865,192.168.1.188,517724,5244931,1.0686,0.1872,-0.1638
1781002806893722221,192.168.1.188,517725,5244941,1.3416,0.1014,-0.117
1781002806901817260,192.168.1.188,517726,5244951,1.4976,-0.1287,-0.1638
1781002806915885409,192.168.1.188,517727,5244961,0.4368,0.0468,-0.1326
1781002806920137790,192.168.1.188,517728,5244971,1.2675,-0.1092,-0.2067
1781002806933134593,192.168.1.188,517729,5244981,1.4742,0.0039,-0.1755
1781002806940074507,192.168.1.188,517730,5244991,1.1193,-0.0975,-0.0858
1781002806951881245,192.168.1.188,517731,5245001,0.3978,0.0897,-0.0819
1781002806960854308,192.168.1.188,517732,5245011,1.0569,0.0312,-0.1248
1781002806970249424,192.168.1.188,517733,5245021,0.4212,0.1638,-0.0351
1781002806980089212,192.168.1.188,517734,5245031,1.2558,-0.0585,0.0702
1781002806990984266,192.168.1.188,517735,5245041,1.2753,0.0468,-0.4563
1781002807000072160,192.168.1.188,517736,5245051,1.3104,-0.3822,0.0468
1781002807015046803,192.168.1.188,517737,5245061,0.9165,-0.1365,-0.3432
1781002807020152988,192.168.1.188,517738,5245071,0.1716,-0.1833,-0.2262
1781002807030066936,192.168.1.188,517739,5245081,1.4196,-0.4017,-0.0312
1781002807040186516,192.168.1.188,517740,5245091,0.8736,-0.0819,-0.273
1781002807050137994,192.168.1.188,517741,5245101,0.9516,0.0195,-0.1638
1781002807062604485,192.168.1.188,517742,5245111,1.404,-0.2184,0.234
1781002807071287748,192.168.1.188,517743,5245121,0.4329,0.3822,-0.0858
1781002807080398352,192.168.1.188,517744,5245131,1.8915,-0.1911,0.078
1781002807090091489,192.168.1.188,517745,5245141,1.0296,0.156,-0.2691
1781002807100074208,192.168.1.188,517746,5245151,1.0023,-0.0195,-0.1209
1781002807110201877,192.168.1.188,517747,5245161,1.7004,-0.0546,-0.1248
1781002807120888799,192.168.1.188,517748,5245171,0.5967,0.0858,-0.0117
1781002807130140525,192.168.1.188,517749,5245181,1.0296,0.0468,-0.1482
1781002807140975408,192.168.1.188,517750,5245191,2.1489,-0.2886,-0.1833
1781002807150328363,192.168.1.188,517751,5245201,0.3198,-0.0195,-0.1287
1781002807171048834,192.168.1.188,517752,5245211,1.5834,-0.4212,-0.0117
1781002807174530501,192.168.1.188,517753,5245221,0.2574,0.2769,-0.0624
1781002807182847572,192.168.1.188,517754,5245231,0.2574,0.2769,-0.0624
1781002807196250017,192.168.1.188,517755,5245241,1.716,-0.078,-0.0585
1781002807203850734,192.168.1.188,517756,5245251,1.0725,0.2457,-0.4914
1781002807210138945,192.168.1.188,517757,5245261,0.3861,0.078,-0.1599
1781002807220072894,192.168.1.188,517758,5245271,0.9282,-0.0585,-0.0273
1781002807230120163,192.168.1.188,517759,5245281,1.5444,0.0078,-0.2925
1781002807240795855,192.168.1.188,517760,5245291,0.8268,0.1365,-0.2769
1781002807251580217,192.168.1.188,517761,5245301,0.9945,0.0702,-0.1131
1781002807261499136,192.168.1.188,517762,5245311,0.702,-0.0312,-0.1599
1781002807271952067,192.168.1.188,517763,5245321,1.2051,0.2184,-0.3042
1781002807280110137,192.168.1.188,517764,5245331,1.5483,-0.1638,-0.3861
1781002807290063255,192.168.1.188,517765,5245341,0.5499,0.0936,-0.0936
1781002807300480526,192.168.1.188,517766,5245351,-0.468,-0.1911,-0.0624
1781002807310332694,192.168.1.188,517767,5245361,2.3517,-0.663,-0.0507
1781002807320059762,192.168.1.188,517768,5245371,1.053,0.0273,-0.1677
1781002807330513633,192.168.1.188,517769,5245381,1.1037,0.0,-0.2496
1781002807340911043,192.168.1.188,517770,5245391,0.8892,0.1989,0.1833
1781002807356029207,192.168.1.188,517771,5245401,1.8057,0.2067,0.3783
1781002807364572339,192.168.1.188,517772,5245411,1.0842,0.1404,-0.1599
1781002807370745419,192.168.1.188,517773,5245421,0.3705,0.0,-0.1989
1781002807380111235,192.168.1.188,517774,5245431,0.9165,0.1326,-0.156
1781002807390007513,192.168.1.188,517775,5245441,0.1443,-0.195,-0.0351
1781002807400058552,192.168.1.188,517776,5245451,1.5717,-0.1521,-0.0702
1781002807413464308,192.168.1.188,517777,5245461,0.4524,0.0429,0.0312
1781002807420704633,192.168.1.188,517778,5245471,1.0218,0.2028,-0.0702
1781002807430035688,192.168.1.188,517779,5245481,1.1817,-0.0702,-0.1521
